PeakID (cmd=annotatePeaks.pl liver_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP2.mLb.clN_peak_1747	chr19	34496292	34496858	+	192	NA	intron (Lipa, intron 8 of 9)	-intron (Lipa, intron 8 of 9)	-21427	Ch25h	Ch25h	NM_009890			Ch25h			NA
liver_14_5_REP2.mLb.clN_peak_413	chr18	37822488	37822779	+	192	NA	intron (Pcdhgc5, intron 1 of 3)	-intron (Gm37013, intron 1 of 3)	3087	Pcdhgc5	Pcdhgc5	NM_033583			Pcdhgc5			NA
liver_14_5_REP2.mLb.clN_peak_91	chr18	9211965	9213831	+	191	NA	promoter-TSS (Fzd8)	-promoter-TSS (Fzd8)	42	Fzd8	Fzd8	NM_008058			Fzd8			NA
liver_14_5_REP2.mLb.clN_peak_743	chr18	65225972	65226392	+	191	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-22679	Mir122	Mir122	NR_029600			Mir122			NA
liver_14_5_REP2.mLb.clN_peak_500	chr18	44652145	44652682	+	190	NA	intron (Mcc, intron 3 of 18)	-intron (Mcc, intron 3 of 18)	-9252	A930012L18Rik	A930012L18Rik	NR_026853			A930012L18Rik			NA
liver_14_5_REP2.mLb.clN_peak_606	chr18	56975302	56975661	+	189	NA	promoter-TSS (C330018D20Rik)	-promoter-TSS (C330018D20Rik)	-102	C330018D20Rik	C330018D20Rik	NM_029909			C330018D20Rik			NA
liver_14_5_REP2.mLb.clN_peak_1621	chr19	25343653	25344056	+	189	NA	intron (Kank1, intron 3 of 13)	-intron (Kank1, intron 3 of 12)	106879	Kank1	Kank1	NM_181404			Kank1			NA
liver_14_5_REP2.mLb.clN_peak_562	chr18	53371807	53372411	+	188	NA	intron (Snx24, intron 3 of 6)	-intron (Snx24, intron 3 of 7)	45898	Ppic	Ppic	NM_008908			Ppic			NA
liver_14_5_REP2.mLb.clN_peak_1030	chr18	82583429	82584071	+	188	NA	intron (Mbp, intron 4 of 4)	-intron (Mbp, intron 6 of 6)	108627	Mbp	Mbp	NM_001025245			Mbp			NA
liver_14_5_REP2.mLb.clN_peak_1032	chr18	82605276	82605752	+	187	NA	intron (Zfp236, intron 26 of 29)	-intron (Zfp236, intron 27 of 30)	87401	Zfp236	Zfp236	NM_177832			Zfp236			NA
liver_14_5_REP2.mLb.clN_peak_2145	chr19	53830305	53831124	+	187	NA	intron (Rbm20, intron 5 of 13)	-intron (Rbm20, intron 5 of 13)	-61517	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_47	chr18	5804094	5805109	+	187	NA	Intergenic	Intergenic	-212164	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_14_5_REP2.mLb.clN_peak_538	chr18	49968514	49969108	+	187	NA	Intergenic	Intergenic	-84471	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP2.mLb.clN_peak_1810	chr19	37523584	37523978	+	187	NA	Intergenic	Intergenic	-26637	Exoc6	Exoc6	NM_175353			Exoc6			NA
liver_14_5_REP2.mLb.clN_peak_2076	chr19	47356475	47357109	+	186	NA	intron (Sh3pxd2a, intron 5 of 14)	-intron (Sh3pxd2a, intron 5 of 13)	-83203	Mir6995	Mir6995	NR_105961			Mir6995			NA
liver_14_5_REP2.mLb.clN_peak_256	chr18	24102573	24102847	+	186	NA	Intergenic	Intergenic	19109	Ino80c	Ino80c	NM_172625			Ino80c			NA
liver_14_5_REP2.mLb.clN_peak_1748	chr19	34500831	34501137	+	186	NA	intron (Lipa, intron 7 of 9)	-intron (Lipa, intron 7 of 9)	-25836	Ch25h	Ch25h	NM_009890			Ch25h			NA
liver_14_5_REP2.mLb.clN_peak_1829	chr19	38161847	38162628	+	186	NA	intron (Pde6c, intron 12 of 21)	-intron (Pde6c, intron 12 of 20)	29456	Pde6c	Pde6c	NM_033614			Pde6c			NA
liver_14_5_REP2.mLb.clN_peak_2085	chr19	47471832	47472268	+	185	NA	Intergenic	Intergenic	-7639	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP2.mLb.clN_peak_449	chr18	38711788	38712226	+	185	NA	Intergenic	Intergenic	-2316	Gm19774	Gm19774	NM_001370889			Gm19774			NA
liver_14_5_REP2.mLb.clN_peak_356	chr18	35152282	35152714	+	185	NA	intron (Ctnna1, intron 1 of 17)	-intron (Ctnna1, intron 1 of 17)	33586	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
liver_14_5_REP2.mLb.clN_peak_738	chr18	64991299	64991763	+	184	NA	intron (Nedd4l, intron 1 of 30)	-intron (Nedd4l, intron 1 of 30)	-31996	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
liver_14_5_REP2.mLb.clN_peak_560	chr18	53245443	53245980	+	183	NA	promoter-TSS (Snx24)	-promoter-TSS (Snx24)	86	Snx24	Snx24	NM_001370761			Snx24			NA
liver_14_5_REP2.mLb.clN_peak_1517	chr19	16435143	16436534	+	183	NA	exon (Gna14, exon 1 of 7)	-exon (Gna14, exon 1 of 7)	171	Gna14	Gna14	NM_008137			Gna14			NA
liver_14_5_REP2.mLb.clN_peak_1785	chr19	36909846	36910137	+	182	NA	Intergenic	Intergenic	9608	Fgfbp3	Fgfbp3	NM_028263			Fgfbp3			NA
liver_14_5_REP2.mLb.clN_peak_1864	chr19	40818108	40819196	+	182	NA	Intergenic	Intergenic	-12627	Ccnj	Ccnj	NM_172839			Ccnj			NA
liver_14_5_REP2.mLb.clN_peak_898	chr18	75058037	75058547	+	182	NA	intron (Dym, intron 5 of 16)	-intron (Dym, intron 5 of 16)	39528	Dym	Dym	NM_027727			Dym			NA
liver_14_5_REP2.mLb.clN_peak_1056	chr18	82953896	82954574	+	182	NA	intron (Zfp516, intron 1 of 5)	-intron (Zfp516, intron 1 of 5)	-33675	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
liver_14_5_REP2.mLb.clN_peak_1910	chr19	42230203	42230754	+	182	NA	Intergenic	Intergenic	-25261	Golga7b	Golga7b	NM_027694			Golga7b			NA
liver_14_5_REP2.mLb.clN_peak_751	chr18	65496854	65497890	+	181	NA	intron (Mir466p, intron 3 of 6)	-intron (Mir466p, intron 3 of 6)	66382	Malt1	Malt1	NM_001365019			Malt1			NA
liver_14_5_REP2.mLb.clN_peak_1739	chr19	33101004	33102111	+	181	NA	Intergenic	Intergenic	-55555	Mir3970	Mir3970	NR_039552			Mir3970			NA
liver_14_5_REP2.mLb.clN_peak_79	chr18	7608710	7608981	+	181	NA	promoter-TSS (Mpp7)	-promoter-TSS (Mpp7)	-691	Mpp7	Mpp7	NM_001081287			Mpp7			NA
liver_14_5_REP2.mLb.clN_peak_16	chr18	4439745	4440224	+	181	NA	Intergenic	Intergenic	64392	Mtpap	Mtpap	NM_001361008			Mtpap			NA
liver_14_5_REP2.mLb.clN_peak_1955	chr19	44372944	44373393	+	180	NA	Intergenic	Intergenic	34541	Scd1	Scd1	NM_009127			Scd1			NA
liver_14_5_REP2.mLb.clN_peak_193	chr18	20052419	20053062	+	180	NA	intron (Dsc2, intron 1 of 16)	-intron (Dsc2, intron 1 of 17)	6814	Dsc2	Dsc2	NM_013505			Dsc2			NA
liver_14_5_REP2.mLb.clN_peak_2160	chr19	54114957	54115308	+	180	NA	Intergenic	Intergenic	69873	Adra2a	Adra2a	NM_007417			Adra2a			NA
liver_14_5_REP2.mLb.clN_peak_349	chr18	34915804	34916406	+	180	NA	intron (Etf1, intron 2 of 10)	-intron (Etf1, intron 2 of 10)	15898	Etf1	Etf1	NM_144866			Etf1			NA
liver_14_5_REP2.mLb.clN_peak_1052	chr18	82909646	82910900	+	180	NA	promoter-TSS (Zfp516)	-promoter-TSS (Zfp516)	-606	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_14_5_REP2.mLb.clN_peak_1561	chr19	21032037	21032672	+	179	NA	Intergenic	Intergenic	-72356	4930554I06Rik	4930554I06Rik	NR_126458			4930554I06Rik			NA
liver_14_5_REP2.mLb.clN_peak_1539	chr19	17385117	17385445	+	179	NA	Intergenic	Intergenic	-8762	Rfk	Rfk	NM_019437			Rfk			NA
liver_14_5_REP2.mLb.clN_peak_1500	chr19	14420033	14420536	+	179	NA	intron (Gm8630, intron 3 of 5)	-intron (Gm8630, intron 3 of 5)	15666	Gm8630	Gm8630	NR_152176			Gm8630			NA
liver_14_5_REP2.mLb.clN_peak_1798	chr19	37225288	37225736	+	178	NA	Intergenic	Intergenic	17967	Marchf5	Marchf5	NM_027314			Marchf5			NA
liver_14_5_REP2.mLb.clN_peak_2166	chr19	55127173	55127577	+	178	NA	promoter-TSS (Gpam)	-promoter-TSS (Gpam)	-27898	Gpam	Gpam	NM_001356285			Gpam			NA
liver_14_5_REP2.mLb.clN_peak_1121	chr19	3687686	3688131	+	177	NA	Intergenic	Intergenic	-1344	Lrp5	Lrp5	NM_008513			Lrp5			NA
liver_14_5_REP2.mLb.clN_peak_1640	chr19	27872218	27872700	+	176	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	138707	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP2.mLb.clN_peak_1152	chr19	4135985	4136695	+	176	NA	intron (Cabp4, intron 4 of 5)	-intron (Cabp4, intron 4 of 5)	3269	Cabp4	Cabp4	NM_144532			Cabp4			NA
liver_14_5_REP2.mLb.clN_peak_580	chr18	54902118	54902793	+	175	NA	intron (Zfp608, intron 2 of 8)	-intron (Zfp608, intron 2 of 8)	87725	Zfp608	Zfp608	NM_001360787			Zfp608			NA
liver_14_5_REP2.mLb.clN_peak_536	chr18	49838979	49839463	+	175	NA	intron (Dmxl1, intron 1 of 42)	-intron (Dmxl1, intron 1 of 42)	6224	Dmxl1	Dmxl1	NM_001081371			Dmxl1			NA
liver_14_5_REP2.mLb.clN_peak_1082	chr18	84895282	84895635	+	174	NA	Intergenic	Intergenic	-39567	Fbxo15	Fbxo15	NM_001367965			Fbxo15			NA
liver_14_5_REP2.mLb.clN_peak_991	chr18	80339816	80340270	+	174	NA	intron (Kcng2, intron 2 of 3)	-intron (Kcng2, intron 2 of 3)	24211	Kcng2	Kcng2	NM_001190373			Kcng2			NA
liver_14_5_REP2.mLb.clN_peak_10	chr18	4238953	4239314	+	173	NA	Intergenic	Intergenic	73301	Lyzl1	Lyzl1	NM_026092			Lyzl1			NA
liver_14_5_REP2.mLb.clN_peak_487	chr18	43281793	43282418	+	173	NA	intron (Stk32a, intron 5 of 12)	-intron (Stk32a, intron 5 of 12)	74408	Stk32a	Stk32a	NM_178749			Stk32a			NA
liver_14_5_REP2.mLb.clN_peak_573	chr18	54613813	54614107	+	173	NA	intron (9330117O12Rik, intron 1 of 2)	-intron (9330117O12Rik, intron 1 of 2)	2216	9330117O12Rik	9330117O12Rik	NR_045400			9330117O12Rik			NA
liver_14_5_REP2.mLb.clN_peak_1655	chr19	29140979	29141255	+	173	NA	intron (Rcl1, intron 8 of 8)	-intron (Rcl1, intron 8 of 8)	5838	Mir101b	Mir101b	NR_029778			Mir101b			NA
liver_14_5_REP2.mLb.clN_peak_784	chr18	67369488	67370347	+	173	NA	Intergenic	Intergenic	-20814	Tubb6	Tubb6	NM_026473			Tubb6			NA
liver_14_5_REP2.mLb.clN_peak_825	chr18	68397427	68398195	+	172	NA	Intergenic	Intergenic	31509	Mc2r	Mc2r	NM_008560			Mc2r			NA
liver_14_5_REP2.mLb.clN_peak_1577	chr19	21737524	21738243	+	172	NA	Intergenic	Intergenic	-40457	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_14_5_REP2.mLb.clN_peak_106	chr18	10163584	10164096	+	172	NA	intron (Rock1, intron 1 of 32)	-intron (Rock1, intron 1 of 32)	17952	Rock1	Rock1	NM_009071			Rock1			NA
liver_14_5_REP2.mLb.clN_peak_1991	chr19	45675408	45676619	+	172	NA	Intergenic	Intergenic	-15820	Fbxw4	Fbxw4	NM_013907			Fbxw4			NA
liver_14_5_REP2.mLb.clN_peak_2031	chr19	46502573	46503084	+	170	NA	exon (Trim8, exon 1 of 6)	-exon (Trim8, exon 1 of 6)	1180	Trim8	Trim8	NM_053100			Trim8			NA
liver_14_5_REP2.mLb.clN_peak_211	chr18	20920686	20921048	+	170	NA	Intergenic	Intergenic	-23748	Rnf125	Rnf125	NM_001364973			Rnf125			NA
liver_14_5_REP2.mLb.clN_peak_1387	chr19	8944105	8944380	+	169	NA	intron (Mta2, intron 3 of 17)	-intron (Mta2, intron 3 of 17)	2322	Mta2	Mta2	NM_011842			Mta2			NA
liver_14_5_REP2.mLb.clN_peak_382	chr18	35941832	35942621	+	169	NA	Intergenic	Intergenic	-22604	Psd2	Psd2	NR_110349			Psd2			NA
liver_14_5_REP2.mLb.clN_peak_1053	chr18	82913161	82913708	+	169	NA	intron (Zfp516, intron 1 of 5)	-intron (Zfp516, intron 1 of 5)	2555	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_14_5_REP2.mLb.clN_peak_1951	chr19	44294772	44295082	+	168	NA	exon (Scd2, exon 2 of 6)	-exon (Scd2, exon 2 of 6)	1251	Scd2	Scd2	NM_009128			Scd2			NA
liver_14_5_REP2.mLb.clN_peak_2138	chr19	53779006	53780122	+	167	NA	intron (Rbm20, intron 1 of 13)	-intron (Rbm20, intron 1 of 13)	102258	Rbm20	Rbm20	NM_001170847			Rbm20			NA
liver_14_5_REP2.mLb.clN_peak_755	chr18	65580672	65582253	+	167	NA	promoter-TSS (Zfp532)	-promoter-TSS (Zfp532)	1232	Zfp532	Zfp532	NM_207255			Zfp532			NA
liver_14_5_REP2.mLb.clN_peak_335	chr18	34634421	34634877	+	167	NA	exon (Cdc23, exon 14 of 16)	-exon (Cdc23, exon 14 of 16)	9713	Kif20a	Kif20a	NM_001166406			Kif20a			NA
liver_14_5_REP2.mLb.clN_peak_1985	chr19	45560144	45560989	+	167	NA	promoter-TSS (Poll)	-promoter-TSS (Poll)	-2	Poll	Poll	NM_001330506			Poll			NA
liver_14_5_REP2.mLb.clN_peak_67	chr18	6739338	6739794	+	166	NA	Intergenic	Intergenic	-25601	Rab18	Rab18	NM_181070			Rab18			NA
liver_14_5_REP2.mLb.clN_peak_2060	chr19	46956828	46957347	+	166	NA	intron (Nt5c2, intron 1 of 17)	-intron (Nt5c2, intron 1 of 17)	5264	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
liver_14_5_REP2.mLb.clN_peak_36	chr18	5373164	5373626	+	166	NA	Intergenic	Intergenic	-38956	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_14_5_REP2.mLb.clN_peak_2252	chr19	58441174	58441935	+	166	NA	intron (Gfra1, intron 4 of 11)	-intron (Gfra1, intron 4 of 9)	13844	Gfra1	Gfra1	NM_001285457			Gfra1			NA
liver_14_5_REP2.mLb.clN_peak_1639	chr19	27870899	27871166	+	166	NA	intron (Rfx3, intron 2 of 16)	-intron (Rfx3, intron 4 of 18)	140134	Rfx3	Rfx3	NM_001360358			Rfx3			NA
liver_14_5_REP2.mLb.clN_peak_1872	chr19	41016084	41016516	+	165	NA	Intergenic	Intergenic	-4622	C330026H20Rik	C330026H20Rik	NR_155302			C330026H20Rik			NA
liver_14_5_REP2.mLb.clN_peak_1555	chr19	18738891	18739416	+	165	NA	Intergenic	Intergenic	-10577	Trpm6	Trpm6	NR_157571			Trpm6			NA
liver_14_5_REP2.mLb.clN_peak_208	chr18	20745904	20746471	+	165	NA	exon (B4galt6, exon 1 of 9)	-exon (B4galt6, exon 1 of 9)	217	B4galt6	B4galt6	NM_019737			B4galt6			NA
liver_14_5_REP2.mLb.clN_peak_703	chr18	63653321	63653849	+	164	NA	Intergenic	Intergenic	38774	Txnl1	Txnl1	NM_016792			Txnl1			NA
liver_14_5_REP2.mLb.clN_peak_629	chr18	60604267	60604963	+	164	NA	intron (Synpo, intron 1 of 2)	-intron (Synpo, intron 1 of 1)	-12899	Myoz3	Myoz3	NM_133363			Myoz3			NA
liver_14_5_REP2.mLb.clN_peak_1051	chr18	82902198	82903208	+	163	NA	Intergenic	Intergenic	-8176	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_14_5_REP2.mLb.clN_peak_412	chr18	37815031	37815796	+	163	NA	exon (Pcdhgc4, exon 1 of 4)	-exon (Pcdhgc4, exon 1 of 4)	334	Pcdhgc4	Pcdhgc4	NM_033582			Pcdhgc4			NA
liver_14_5_REP2.mLb.clN_peak_1292	chr19	6262582	6263637	+	162	NA	TTS (Atg2a)	-TTS (Atg2a)	-1534	Mir194-2	Mir194-2	NR_029830			Mir194-2			NA
liver_14_5_REP2.mLb.clN_peak_1054	chr18	82914157	82914956	+	162	NA	promoter-TSS (Zfp516)	-promoter-TSS (Zfp516)	3677	Zfp516	Zfp516	NM_183033			Zfp516			NA
liver_14_5_REP2.mLb.clN_peak_2075	chr19	47330685	47331229	+	162	NA	intron (Sh3pxd2a, intron 6 of 14)	-intron (Sh3pxd2a, intron 6 of 13)	-57368	Mir6995	Mir6995	NR_105961			Mir6995			NA
liver_14_5_REP2.mLb.clN_peak_2185	chr19	55564103	55564853	+	161	NA	intron (Vti1a, intron 8 of 8)	-intron (Vti1a, intron 8 of 8)	137726	4930552P12Rik	4930552P12Rik	NR_045318			4930552P12Rik			NA
liver_14_5_REP2.mLb.clN_peak_1392	chr19	8988993	8989668	+	161	NA	promoter-TSS (Ahnak)	-promoter-TSS (Ahnak)	46	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_14_5_REP2.mLb.clN_peak_1557	chr19	20558558	20559365	+	161	NA	intron (Aldh1a1, intron 3 of 15)	-intron (Aldh1a1, intron 3 of 16)	-6631	C730002L08Rik	C730002L08Rik	NR_045778			C730002L08Rik			NA
liver_14_5_REP2.mLb.clN_peak_993	chr18	80372813	80373307	+	160	NA	Intergenic	Intergenic	-8806	Kcng2	Kcng2	NM_001190373			Kcng2			NA
liver_14_5_REP2.mLb.clN_peak_1127	chr19	3832919	3833351	+	160	NA	Intergenic	Intergenic	17681	Gm51271	Gm51271	NR_162795			Gm51271			NA
liver_14_5_REP2.mLb.clN_peak_712	chr18	64265517	64266674	+	159	NA	intron (St8sia3, intron 3 of 5)	-intron (St8sia3, intron 3 of 5)	11085	St8sia3os	St8sia3os	NR_045366			St8sia3os			NA
liver_14_5_REP2.mLb.clN_peak_1394	chr19	8997654	8998075	+	158	NA	intron (Ahnak, intron 1 of 6)	-intron (Ahnak, intron 1 of 5)	8580	Ahnak	Ahnak	NM_001039959			Ahnak			NA
liver_14_5_REP2.mLb.clN_peak_357	chr18	35154653	35155269	+	158	NA	intron (Ctnna1, intron 3 of 17)	-intron (Ctnna1, intron 3 of 17)	36049	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
liver_14_5_REP2.mLb.clN_peak_1210	chr19	5094245	5094552	+	158	NA	intron (Cnih2, intron 2 of 5)	-intron (Cnih2, intron 2 of 5)	4123	Cnih2	Cnih2	NM_009920			Cnih2			NA
liver_14_5_REP2.mLb.clN_peak_961	chr18	78166911	78167304	+	158	NA	intron (Slc14a2, intron 12 of 21)	-intron (Slc14a2, intron 1 of 10)	-43681	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_14_5_REP2.mLb.clN_peak_722	chr18	64500953	64501326	+	157	NA	intron (Nars, intron 14 of 14)	-intron (Nars, intron 14 of 14)	-12041	Fech	Fech	NM_001348055			Fech			NA
liver_14_5_REP2.mLb.clN_peak_22	chr18	4866618	4866951	+	156	NA	Intergenic	Intergenic	54298	Gm10556	Gm10556	NR_045881			Gm10556			NA
liver_14_5_REP2.mLb.clN_peak_638	chr18	60761733	60762550	+	156	NA	Intergenic	Intergenic	-12455	Rps14	Rps14	NM_020600			Rps14			NA
liver_14_5_REP2.mLb.clN_peak_364	chr18	35654450	35655470	+	156	NA	exon (Prob1, exon 1 of 1)	-exon (Prob1, exon 1 of 1)	261	Prob1	Prob1	NM_001270646			Prob1			NA
liver_14_5_REP2.mLb.clN_peak_643	chr18	60947738	60948376	+	156	NA	intron (Camk2a, intron 3 of 17)	-intron (Camk2a, intron 3 of 17)	-5816	Mir7220	Mir7220	NR_106079			Mir7220			NA
liver_14_5_REP2.mLb.clN_peak_1003	chr18	80714893	80715474	+	156	NA	Intergenic	Intergenic	-2112	Nfatc1	Nfatc1	NM_198429			Nfatc1			NA
liver_14_5_REP2.mLb.clN_peak_333	chr18	34538095	34538804	+	156	NA	Intergenic	Intergenic	-3878	Wnt8a	Wnt8a	NM_009290			Wnt8a			NA
liver_14_5_REP2.mLb.clN_peak_414	chr18	37824986	37825773	+	155	NA	intron (Pcdhgb8, intron 2 of 3)	-intron (Gm37013, intron 2 of 3)	5833	Pcdhgc5	Pcdhgc5	NM_033583			Pcdhgc5			NA
liver_14_5_REP2.mLb.clN_peak_2274	chr19	60032654	60032938	+	155	NA	Intergenic	Intergenic	-89142	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
liver_14_5_REP2.mLb.clN_peak_491	chr18	43650127	43650566	+	155	NA	intron (Jakmip2, intron 1 of 21)	-intron (Jakmip2, intron 1 of 21)	37427	Jakmip2	Jakmip2	NM_001163637			Jakmip2			NA
liver_14_5_REP2.mLb.clN_peak_744	chr18	65244076	65244433	+	155	NA	intron (Mir466p, intron 4 of 6)	-intron (Mir466p, intron 4 of 6)	-4607	Mir122	Mir122	NR_029600			Mir122			NA
liver_14_5_REP2.mLb.clN_peak_2239	chr19	57882064	57882567	+	155	NA	intron (Atrnl1, intron 26 of 28)	-intron (Atrnl1, intron 26 of 28)	-168852	Mir5623	Mir5623	NR_049196			Mir5623			NA
liver_14_5_REP2.mLb.clN_peak_86	chr18	8132985	8133314	+	155	NA	Intergenic	Intergenic	263952	Wac	Wac	NM_001360956			Wac			NA
liver_14_5_REP2.mLb.clN_peak_401	chr18	36703250	36703715	+	155	NA	Intergenic	Intergenic	-7557	E230025N22Rik	E230025N22Rik	NM_172831			E230025N22Rik			NA
liver_14_5_REP2.mLb.clN_peak_2305	chr19	61152781	61153204	+	155	NA	Intergenic	Intergenic	-12152	Zfp950	Zfp950	NM_001001737			Zfp950			NA
liver_14_5_REP2.mLb.clN_peak_1599	chr19	24265121	24265651	+	155	NA	intron (Fxn, intron 4 of 4)	-intron (Fxn, intron 4 of 4)	15204	Fxn	Fxn	NR_157400			Fxn			NA
liver_14_5_REP2.mLb.clN_peak_1447	chr19	10640080	10640406	+	155	NA	intron (Vwce, intron 4 of 19)	-intron (Vwce, intron 4 of 19)	6010	Vwce	Vwce	NM_027913			Vwce			NA
liver_14_5_REP2.mLb.clN_peak_1247	chr19	5731541	5731887	+	154	NA	promoter-TSS (Znrd2)	-promoter-TSS (Znrd2)	18	Znrd2	Znrd2	NM_020491			Znrd2			NA
liver_14_5_REP2.mLb.clN_peak_1301	chr19	6349181	6349682	+	154	NA	intron (Map4k2, intron 23 of 30)	-intron (Map4k2, intron 24 of 31)	2951	Mir6989	Mir6989	NR_105955			Mir6989			NA
liver_14_5_REP2.mLb.clN_peak_563	chr18	53417584	53418259	+	154	NA	promoter-TSS (Ppic)	-promoter-TSS (Ppic)	86	Ppic	Ppic	NM_008908			Ppic			NA
liver_14_5_REP2.mLb.clN_peak_971	chr18	80004968	80005362	+	154	NA	Intergenic	Intergenic	-14129	Gm36718	Gm36718	NM_001370903			Gm36718			NA
liver_14_5_REP2.mLb.clN_peak_647	chr18	61077256	61078082	+	153	NA	exon (Pdgfrb, exon 16 of 23)	-exon (Pdgfrb, exon 16 of 23)	-27903	Csf1r	Csf1r	NM_001037859			Csf1r			NA
liver_14_5_REP2.mLb.clN_peak_199	chr18	20609694	20610159	+	153	NA	intron (Gm16090, intron 1 of 2)	-intron (Gm16090, intron 1 of 2)	51852	Dsg2	Dsg2	NM_007883			Dsg2			NA
liver_14_5_REP2.mLb.clN_peak_1278	chr19	6018666	6018970	+	152	NA	TTS (Gm10814)	-TTS (Gm10814)	-3571	Capn1	Capn1	NM_001110504			Capn1			NA
liver_14_5_REP2.mLb.clN_peak_1055	chr18	82944357	82944857	+	152	NA	intron (Zfp516, intron 1 of 5)	-intron (Zfp516, intron 1 of 5)	-24047	4930592I03Rik	4930592I03Rik	NR_033307			4930592I03Rik			NA
liver_14_5_REP2.mLb.clN_peak_663	chr18	61626309	61626842	+	152	NA	Intergenic	Intergenic	-13078	Bvht	Bvht	NR_045420			Bvht			NA
liver_14_5_REP2.mLb.clN_peak_1311	chr19	6840231	6840856	+	151	NA	promoter-TSS (Rps6ka4)	-promoter-TSS (Rps6ka4)	84	Rps6ka4	Rps6ka4	NM_019924			Rps6ka4			NA
liver_14_5_REP2.mLb.clN_peak_467	chr18	39435614	39436056	+	150	NA	intron (Nr3c1, intron 2 of 8)	-intron (Nr3c1, intron 2 of 8)	53444	Nr3c1	Nr3c1	NM_001361212			Nr3c1			NA
liver_14_5_REP2.mLb.clN_peak_530	chr18	47368873	47369228	+	150	NA	promoter-TSS (Sema6a)	-promoter-TSS (Sema6a)	-182	Sema6a	Sema6a	NM_018744			Sema6a			NA
liver_14_5_REP2.mLb.clN_peak_7	chr18	3666186	3667552	+	149	NA	Intergenic	Intergenic	158912	Bambi	Bambi	NM_026505			Bambi			NA
liver_14_5_REP2.mLb.clN_peak_2173	chr19	55244775	55245375	+	149	NA	Intergenic	Intergenic	-8294	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP2.mLb.clN_peak_417	chr18	37877331	37878177	+	148	NA	intron (Diaph1, intron 16 of 26)	-intron (Diaph1, intron 17 of 27)	-23094	Mir6979	Mir6979	NR_105945			Mir6979			NA
liver_14_5_REP2.mLb.clN_peak_1454	chr19	10709296	10710198	+	148	NA	intron (Vps37c, intron 2 of 3)	-intron (Vps37c, intron 2 of 4)	21012	Vps37c	Vps37c	NM_001361962			Vps37c			NA
liver_14_5_REP2.mLb.clN_peak_121	chr18	10846648	10847204	+	146	NA	Intergenic	Intergenic	-61374	Mir1a-2	Mir1a-2	NR_029781			Mir1a-2			NA
liver_14_5_REP2.mLb.clN_peak_1901	chr19	42071984	42072394	+	146	NA	Intergenic	Intergenic	14181	Morn4	Morn4	NM_198108			Morn4			NA
liver_14_5_REP2.mLb.clN_peak_46	chr18	5759080	5759563	+	146	NA	intron (Zeb1, intron 4 of 7)	-intron (Zeb1, intron 5 of 8)	-166884	Gm10125	Gm10125	NR_033552			Gm10125			NA
liver_14_5_REP2.mLb.clN_peak_1472	chr19	11736082	11736752	+	146	NA	Intergenic	Intergenic	-11142	Cblif	Cblif	NM_008118			Cblif			NA
liver_14_5_REP2.mLb.clN_peak_999	chr18	80608324	80608790	+	146	NA	intron (Nfatc1, intron 9 of 9)	-intron (Nfatc1, intron 9 of 9)	-64011	Gm2176	Gm2176	NR_028424			Gm2176			NA
liver_14_5_REP2.mLb.clN_peak_460	chr18	39175906	39176583	+	146	NA	intron (Arhgap26, intron 11 of 22)	-intron (Arhgap26, intron 11 of 21)	183099	Arhgap26	Arhgap26	NM_001374831			Arhgap26			NA
liver_14_5_REP2.mLb.clN_peak_666	chr18	61679553	61679850	+	146	NA	Intergenic	Intergenic	-8234	Il17b	Il17b	NM_019508			Il17b			NA
