chr	start	end	interval_id	num_peaks	num_samples	kidney_14_5_REP1.mLb.clN.bool	kidney_14_5_REP2.mLb.clN.bool	kidney_15_5_REP1.mLb.clN.bool	kidney_15_5_REP2.mLb.clN.bool	liver_14_5_REP1.mLb.clN.bool	liver_14_5_REP2.mLb.clN.bool	liver_15_5_REP1.mLb.clN.bool	liver_15_5_REP2.mLb.clN.bool	kidney_14_5_REP1.mLb.clN.fc	kidney_14_5_REP2.mLb.clN.fc	kidney_15_5_REP1.mLb.clN.fc	kidney_15_5_REP2.mLb.clN.fc	liver_14_5_REP1.mLb.clN.fc	liver_14_5_REP2.mLb.clN.fc	liver_15_5_REP1.mLb.clN.fc	liver_15_5_REP2.mLb.clN.fc	kidney_14_5_REP1.mLb.clN.qval	kidney_14_5_REP2.mLb.clN.qval	kidney_15_5_REP1.mLb.clN.qval	kidney_15_5_REP2.mLb.clN.qval	liver_14_5_REP1.mLb.clN.qval	liver_14_5_REP2.mLb.clN.qval	liver_15_5_REP1.mLb.clN.qval	liver_15_5_REP2.mLb.clN.qval	kidney_14_5_REP1.mLb.clN.pval	kidney_14_5_REP2.mLb.clN.pval	kidney_15_5_REP1.mLb.clN.pval	kidney_15_5_REP2.mLb.clN.pval	liver_14_5_REP1.mLb.clN.pval	liver_14_5_REP2.mLb.clN.pval	liver_15_5_REP1.mLb.clN.pval	liver_15_5_REP2.mLb.clN.pval	kidney_14_5_REP1.mLb.clN.start	kidney_14_5_REP2.mLb.clN.start	kidney_15_5_REP1.mLb.clN.start	kidney_15_5_REP2.mLb.clN.start	liver_14_5_REP1.mLb.clN.start	liver_14_5_REP2.mLb.clN.start	liver_15_5_REP1.mLb.clN.start	liver_15_5_REP2.mLb.clN.start	kidney_14_5_REP1.mLb.clN.end	kidney_14_5_REP2.mLb.clN.end	kidney_15_5_REP1.mLb.clN.end	kidney_15_5_REP2.mLb.clN.end	liver_14_5_REP1.mLb.clN.end	liver_14_5_REP2.mLb.clN.end	liver_15_5_REP1.mLb.clN.end	liver_15_5_REP2.mLb.clN.end	kidney_14_5_REP1.mLb.clN.summit	kidney_14_5_REP2.mLb.clN.summit	kidney_15_5_REP1.mLb.clN.summit	kidney_15_5_REP2.mLb.clN.summit	liver_14_5_REP1.mLb.clN.summit	liver_14_5_REP2.mLb.clN.summit	liver_15_5_REP1.mLb.clN.summit	liver_15_5_REP2.mLb.clN.summit
chr18	71608222	71608526	Interval_2664	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.15277	NA	NA	NA	NA	NA	NA	NA	4.69151	NA	NA	NA	NA	NA	NA	NA	6.91971	NA	NA	NA	NA	NA	NA	NA	71608222	NA	NA	NA	NA	NA	NA	NA	71608526	NA	NA	NA	NA	NA	NA	NA	191	NA	NA	NA	NA	NA	NA
chr18	71622182	71622532	Interval_2665	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.56185	NA	NA	NA	NA	NA	NA	NA	3.42435	NA	NA	NA	NA	NA	NA	NA	5.58296	NA	NA	NA	NA	NA	NA	NA	71622182	NA	NA	NA	NA	NA	NA	NA	71622532	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA
chr18	71741208	71741511	Interval_2666	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.95742	NA	NA	NA	NA	NA	NA	NA	1.86581	NA	NA	NA	NA	NA	NA	NA	3.89392	NA	NA	NA	NA	NA	NA	NA	71741208	NA	NA	NA	NA	NA	NA	NA	71741511	NA	NA	NA	NA	NA	NA	NA	125	NA	NA	NA	NA	NA
chr18	71840626	71841525	Interval_2667	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	5.13505	9.03386	5.86468	8.28668	NA	NA	NA	NA	6.00395	26.7783	11.9128	24.4455	NA	NA	NA	NA	8.64249	29.6429	14.5099	27.2758	NA	NA	NA	NA	71840702	71840671	71840626	71840640	NA	NA	NA	NA	71841136	71841524	71841396	71841525	NA	NA	NA	NA	263	294	347	322	NA	NA	NA	NA
chr18	71858887	71859199	Interval_2668	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.95742	3.30743	NA	NA	NA	NA	NA	NA	1.86581	2.79493	NA	NA	NA	NA	NA	NA	3.89392	4.89656	NA	NA	NA	NA	NA	NA	71858887	71858909	NA	NA	NA	NA	NA	NA	71859180	71859199	NA	NA	NA	NA	NA	NA	78	25	NA	NA	NA	NA
chr18	71869718	71869993	Interval_2669	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.87592	NA	NA	NA	NA	NA	NA	NA	3.97505	NA	NA	NA	NA	NA	NA	NA	6.15513	NA	NA	NA	NA	NA	NA	NA	71869718	NA	NA	NA	NA	NA	NA	NA	71869993	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	NA	NA
chr18	71886256	71886499	Interval_2670	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.32222	NA	NA	NA	NA	NA	NA	NA	2.64905	NA	NA	NA	NA	NA	NA	NA	4.71538	NA	NA	NA	NA	NA	NA	NA	71886256	NA	NA	NA	NA	NA	NA	NA	71886499	NA	NA	NA	NA	NA	NA	NA	123	NA	NA	NA	NA	NA	NA
chr18	72005841	72006367	Interval_2671	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.15277	NA	NA	NA	NA	NA	NA	NA	4.69151	NA	NA	NA	NA	NA	NA	NA	6.91971	NA	NA	NA	NA	NA	NA	NA	72005841	NA	NA	NA	NA	NA	NA	NA	72006367	NA	NA	NA	NA	NA	NA	NA	303	NA	NA	NA	NA	NA	NA
chr18	72049079	72049383	Interval_2672	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.87592	NA	NA	NA	NA	NA	NA	NA	3.97505	NA	NA	NA	NA	NA	NA	NA	6.15513	NA	NA	NA	NA	NA	NA	NA	72049079	NA	NA	NA	NA	NA	NA	NA	72049383	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	NA	NA
chr18	72112934	72113440	Interval_2673	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.15277	NA	5.08836	NA	NA	NA	NA	NA	4.69151	NA	7.85155	NA	NA	NA	NA	NA	6.91971	NA	10.2551	NA	NA	NA	NA	NA	72112934	NA	72113004	NA	NA	NA	NA	NA	72113440	NA	72113327	NA	NA	NA	NA	NA	243	NA	69	NA	NA	NA	NA
chr18	72348755	72349534	Interval_2674	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	2.84716	4.61185	3.32457	3.43166	NA	NA	NA	NA	1.78615	12.5601	4.60198	5.11121	NA	NA	NA	NA	4.04008	15.1048	6.88076	7.3836	NA	NA	NA	NA	72348927	72348755	72348787	72348841	NA	NA	NA	NA	72349534	72349402	72349407	72349307	NA	NA	NA	NA	305	94	344	196	NA	NA	NA	NA
chr18	72350634	72351236	Interval_2675	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.38719	3.6457	NA	3.5518	NA	NA	NA	NA	3.06251	7.31576	NA	5.63419	NA	NA	NA	NA	5.47604	9.67691	NA	7.9358	NA	NA	NA	NA	72350808	72350634	NA	72350784	NA	NA	NA	NA	72351206	72351236	NA	72351160	NA	NA	NA	NA	166	378	NA	184	NA	NA	NA	NA
chr18	72358628	72358993	Interval_2676	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.68857	NA	NA	NA	NA	NA	NA	NA	1.33359	NA	NA	NA	NA	NA	NA	NA	3.27616	NA	NA	NA	NA	NA	NA	NA	72358628	NA	NA	NA	NA	NA	NA	NA	72358993	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA
chr18	72611044	72611662	Interval_2677	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	5.81973	6.41264	5.87741	4.59351	NA	NA	NA	NA	7.77653	13.1395	12.3291	6.59249	NA	NA	NA	NA	10.5163	15.7014	14.9406	8.94192	NA	NA	NA	NA	72611268	72611096	72611163	72611044	NA	NA	NA	NA	72611556	72611583	72611578	72611662	NA	NA	NA	NA	251	365	254	501	NA	NA	NA	NA
chr18	72914985	72915395	Interval_2678	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.87592	NA	NA	NA	NA	NA	NA	NA	3.97505	NA	NA	NA	NA	NA	NA	NA	6.15513	NA	NA	NA	NA	NA	NA	NA	72914985	NA	NA	NA	NA	NA	NA	NA	72915395	NA	NA	NA	NA	NA	NA	NA	344	NA	NA	NA	NA	NA	NA
chr18	72918571	72918807	Interval_2679	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.42097	NA	NA	NA	NA	NA	NA	NA	3.18621	NA	NA	NA	NA	NA	NA	NA	5.32072	NA	NA	NA	NA	NA	NA	NA	72918571	NA	NA	NA	NA	NA	NA	NA	72918807	NA	NA	NA	NA	NA	NA	NA	162	NA	NA	NA	NA
chr18	73022963	73023733	Interval_2680	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	5.81388	5.10828	5.34277	NA	NA	NA	NA	NA	9.58223	7.5154	8.6778	NA	NA	NA	NA	NA	12.0316	9.94801	11.1135	NA	NA	NA	NA	NA	73022963	73023069	73023260	NA	NA	NA	NA	NA	73023733	73023558	73023509	NA	NA	NA	NA	NA	392	286	155	NA	NA	NA	NA
chr18	73121893	73123016	Interval_2681	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.42337	4.57977	5.60806	3.8785	NA	NA	NA	NA	2.16275	6.28841	11.7261	4.4417	NA	NA	NA	NA	4.47674	8.60242	14.3184	6.67259	NA	NA	NA	NA	73122325	73121893	73122150	73122103	NA	NA	NA	NA	73122701	73123016	73122834	73122652	NA	NA	NA	NA	176	307	115	130	NA	NA	NA	NA
chr18	73165720	73166481	Interval_2682	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.93139	4.40633	3.04518	NA	NA	NA	NA	NA	5.8196	7.06209	2.70684	NA	NA	NA	NA	NA	8.10881	9.47464	4.79274	NA	NA	NA	NA	NA	73166031	73165720	73165754	NA	NA	NA	NA	NA	73166481	73166254	73166159	NA	NA	NA	NA	NA	139	450	67	NA	NA	NA	NA
chr18	73182676	73183290	Interval_2683	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.89496	7.57606	6.28815	5.63527	NA	NA	NA	NA	3.25939	19.2726	12.3988	9.96958	NA	NA	NA	NA	5.69035	21.9864	15.0124	12.4501	NA	NA	NA	NA	73182823	73182681	73182748	73182676	NA	NA	NA	NA	73183263	73183290	73183196	73183282	NA	NA	NA	NA	313	455	378	464	NA	NA	NA	NA
chr18	73189358	73189574	Interval_2684	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.08103	NA	NA	NA	NA	NA	NA	NA	1.53517	NA	NA	NA	NA	NA	NA	NA	3.75155	NA	NA	NA	NA	NA	NA	NA	73189358	NA	NA	NA	NA	NA	NA	NA	73189574	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA
chr18	73215780	73216098	Interval_2685	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.36599	NA	NA	NA	NA	NA	NA	NA	2.0891	NA	NA	NA	NA	NA	NA	NA	4.38493	NA	NA	NA	NA	NA	NA	NA	73215780	NA	NA	NA	NA	NA	NA	NA	73216098	NA	NA	NA	NA	NA	NA	NA	105	NA	NA	NA	NA	NA	NA	NA
chr18	73286564	73286802	Interval_2686	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.56185	NA	NA	NA	NA	NA	NA	NA	3.42435	NA	NA	NA	NA	NA	NA	NA	5.58296	NA	NA	NA	NA	NA	NA	NA	73286564	NA	NA	NA	NA	NA	NA	NA	73286802	NA	NA	NA	NA	NA	NA	NA	177	NA	NA	NA	NA
chr18	73287117	73287574	Interval_2687	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.11145	NA	NA	NA	NA	NA	NA	NA	2.49407	NA	NA	NA	NA	NA	NA	NA	4.5368	NA	NA	NA	NA	NA	NA	NA	73287117	NA	NA	NA	NA	NA	NA	NA	73287574	NA	NA	NA	NA	NA	NA	NA	82	NA	NA	NA	NA	NA	NA
chr18	73338300	73338569	Interval_2688	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.05301	NA	NA	NA	NA	NA	NA	NA	2.20419	NA	NA	NA	NA	NA	NA	NA	4.24116	NA	NA	NA	NA	NA	NA	NA	73338300	NA	NA	NA	NA	NA	NA	NA	73338569	NA	NA	NA	NA	NA	NA	NA	144	NA	NA	NA	NA
chr18	73433890	73434618	Interval_2689	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	6.32663	5.95345	3.93274	NA	NA	NA	NA	NA	14.6273	12.1031	4.78677	NA	NA	NA	NA	NA	17.2298	14.7069	7.04126	NA	NA	NA	NA	NA	73433890	73433896	73433909	NA	NA	NA	NA	NA	73434618	73434590	73434314	NA	NA	NA	NA	NA	159	181	220	NA	NA	NA	NA
chr18	73489642	73490306	Interval_2690	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.12307	3.8973	4.10296	NA	NA	NA	NA	NA	2.86644	5.9412	6.71065	NA	NA	NA	NA	NA	4.95071	8.29761	9.06532	NA	NA	NA	NA	NA	73490050	73489642	73489867	NA	NA	NA	NA	NA	73490306	73490264	73490272	NA	NA	NA	NA	NA	10	417	306	NA	NA	NA	NA
chr18	73541751	73542310	Interval_2691	3	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	3.73533	4.36992	3.54525	NA	NA	NA	NA	NA	5.24734	5.05428	2.27977	NA	NA	NA	NA	NA	7.39921	7.31116	4.47249	NA	NA	NA	NA	NA	73541751	73541793	73541835	NA	NA	NA	NA	NA	73542310	73542237	73542259	NA	NA	NA	NA	NA	360	198	400
chr18	73571895	73573507	Interval_2692	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	9.2924	8.21311	8.96589	9.36665	12.9848	12.1267	13.9735	12.2311	90.514	160.559	166.219	176.81	311.981	1162.25	755.548	372.832	96.3264	165.227	171.158	181.554	316.952	1167.66	760.769	377.865	73571957	73571895	73571895	73571917	73571998	73571972	73572020	73571988	73573495	73573445	73573413	73573449	73573495	73573507	73573495	73573495	508	757	583	545	464	490	455	474
chr18	73595440	73595703	Interval_2693	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	3.60406	NA	NA	NA	NA	NA	NA	NA	4.48703	NA	NA	NA	NA	NA	NA	NA	6.61396	NA	NA	NA	NA	NA	NA	NA	73595440	NA	NA	NA	NA	NA	NA	NA	73595703	NA	NA	NA	NA	NA	NA	NA	183	NA	NA
chr18	73603600	73604505	Interval_2694	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.95485	5.25861	4.65778	NA	NA	NA	NA	NA	6.38818	10.9208	9.51483	NA	NA	NA	NA	NA	8.70663	13.4861	11.9798	NA	NA	NA	NA	NA	73603689	73603600	73603723	NA	NA	NA	NA	NA	73604505	73604258	73604306	NA	NA	NA	NA	NA	188	226	167	NA	NA	NA	NA
chr18	73622584	73623725	Interval_2695	7	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	3.44818	6.23571	5.03746	6.2236	5.33992	4.95746	4.4422	NA	4.00641	24.0645	14.8587	25.2776	6.17084	11.1603	5.46482	NA	6.50487	26.8773	17.5452	28.123	8.6556	13.4382	7.73476	NA	73622590	73622584	73622658	73622980	73623050	73622906	73623050	NA	73623355	73623725	73623634	73623534	73623377	73623365	73623536	NA	445	690	583	293	191	347	198	NA
chr18	73674230	73674544	Interval_2696	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	5.00188	NA	3.8785	NA	NA	NA	NA	NA	8.69793	NA	4.4417	NA	NA	NA	NA	NA	11.115	NA	6.67259	NA	NA	NA	NA	NA	73674317	NA	73674230	NA	NA	NA	NA	NA	73674544	NA	73674480	NA	NA	NA	NA	NA	65	NA	151	NA	NA	NA	NA
chr18	73696845	73697131	Interval_2697	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	4.55266	NA	NA	NA	NA	NA	NA	NA	4.45798	NA	NA	NA	NA	NA	NA	NA	6.76814	NA	NA	NA	NA	NA	NA	NA	73696845	NA	NA	NA	NA	NA	NA	NA	73697131	NA	NA	NA	NA	NA	NA	NA	92
chr18	73703175	73704352	Interval_2698	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.19623	7.29172	7.12394	7.83338	8.93201	11.5949	11.7873	9.83247	22.9947	53.643	47.7904	58.305	31.5066	164.132	96.3132	48.8778	26.3041	56.9161	51.0932	61.6372	34.4327	167.13	99.3586	51.8326	73703331	73703175	73703185	73703253	73703470	73703208	73703175	73703208	73704263	73704352	73704300	73704263	73704253	73704274	73704284	73704274	628	669	663	503	296	640	579	584
chr18	73718888	73719115	Interval_2699	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.21103	NA	NA	NA	NA	NA	NA	NA	2.64039	NA	NA	NA	NA	NA	NA	NA	4.72048	NA	NA	NA	NA	NA	NA	NA	73718888	NA	NA	NA	NA	NA	NA	NA	73719115	NA	NA	NA	NA	NA	NA	NA	132	NA	NA	NA	NA
chr18	73746657	73747137	Interval_2700	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	3.06353	3.52017	NA	NA	NA	NA	NA	NA	2.9626	3.32608	NA	NA	NA	NA	NA	NA	5.02347	5.50576	NA	NA	NA	NA	NA	NA	73746659	73746657	NA	NA	NA	NA	NA	NA	73747137	73747093	NA	NA	NA	NA	NA	NA	372	79	NA
chr18	73754020	73754828	Interval_2701	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8.13481	10.8226	10.1518	11.023	10.1555	12.727	12.998	10.5299	27.1237	67.7422	52.0451	57.725	27.5477	107.539	65.4521	40.73	30.5706	71.1982	55.409	61.0513	30.4291	110.368	68.341	43.6105	73754063	73754042	73754022	73754043	73754106	73754020	73754118	73754052	73754607	73754822	73754828	73754707	73754656	73754690	73754567	73754586	392	413	441	420	349	443	337	355
chr18	73762141	73762841	Interval_2702	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.82966	6.59018	5.61217	7.1472	8.59824	6.12621	6.44477	5.46905	8.30658	21.3413	15.9064	24.8246	18.3045	21.9503	15.4626	8.91226	11.0729	24.1009	18.6198	27.6615	21.0589	24.3532	17.9422	11.363	73762147	73762157	73762141	73762193	73762300	73762273	73762285	73762188	73762809	73762761	73762777	73762736	73762822	73762737	73762841	73762770	291	309	319	267	160	223	155	252
chr18	73787584	73789045	Interval_2703	5	5	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	2.97208	6.07841	9.68168	7.18043	7.40115	NA	NA	NA	2.08519	11.5306	62.9369	19.4767	16.0883	NA	NA	NA	4.09628	14.1583	65.5932	22.0132	18.6808	NA	NA	NA	73787584	73788019	73787737	73788281	73788051	NA	NA	NA	73787844	73788937	73788950	73789045	73788898	NA	NA	NA	171	435	693	179	378
chr18	73814975	73816157	Interval_2704	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	12.7621	12.9626	12.1831	12.0105	19.1179	16.7794	18.0531	17.2485	83.963	165.205	141.465	150.6	349.8	944.396	601.149	360.648	89.3988	169.933	146.024	155.015	355.086	949.261	605.958	365.613	73815143	73814975	73815083	73815094	73815194	73815056	73815150	73815088	73816034	73816021	73816076	73816157	73815990	73816070	73816034	73816040	416	524	470	399	387	503	409	530
chr18	73822577	73822812	Interval_2705	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.25838	NA	NA	NA	NA	NA	NA	NA	2.92441	NA	NA	NA	NA	NA	NA	NA	5.01337	NA	NA	NA	NA	NA	NA	NA	73822577	NA	NA	NA	NA	NA	NA	NA	73822812	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA
chr18	73830167	73831086	Interval_2706	4	4	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	4.26477	NA	NA	4.71164	3.98614	5.08492	NA	NA	5.91867	NA	NA	10.5123	4.89872	6.18337	NA	NA	8.27337	NA	NA	12.7802	7.14758	8.55718	NA	NA	73830167	NA	NA	73830366	73830508	73830361	NA	NA	73830431	NA	NA	73831086	73830981	73831012	NA	NA	217	NA	NA	306	63	478
chr18	73835257	73835687	Interval_2707	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	3.48825	3.91091	NA	NA	NA	NA	NA	NA	5.60504	5.00925	NA	NA	NA	NA	NA	NA	7.76601	7.26182	NA	NA	NA	NA	NA	NA	73835296	73835257	NA	NA	NA	NA	NA	NA	73835618	73835687	NA	NA	NA	NA	NA	NA	109	123	NA
chr18	73846722	73847168	Interval_2708	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.60291	NA	NA	NA	NA	NA	NA	NA	6.03541	NA	NA	NA	NA	NA	NA	NA	8.33616	NA	NA	NA	NA	NA	NA	NA	73846722	NA	NA	NA	NA	NA	NA	NA	73847168	NA	NA	NA	NA	NA	NA	NA	246	NA	NA	NA	NA	NA	NA
chr18	73855394	73856301	Interval_2709	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	6.02069	6.8366	6.27169	8.08557	NA	NA	NA	NA	11.531	21.1597	18.6133	28.5783	NA	NA	NA	NA	14.4459	23.9155	21.3928	31.4795	NA	NA	NA	NA	73855516	73855524	73855394	73855394	NA	NA	NA	NA	73856301	73856007	73856019	73856245	NA	NA	NA	NA	310	302	456	468	NA	NA	NA	NA
chr18	73863266	73863755	Interval_2710	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.62224	3.9919	NA	NA	NA	NA	NA	NA	4.14425	7.53189	NA	NA	NA	NA	NA	NA	6.653	9.90206	NA	NA	NA	NA	NA	NA	73863365	73863266	NA	NA	NA	NA	NA	NA	73863755	73863738	NA	NA	NA	NA	NA	NA	237	256	NA	NA	NA	NA	NA	NA
chr18	73865333	73865879	Interval_2711	3	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	3.03937	3.65968	NA	NA	3.20906	NA	NA	NA	3.36562	5.43273	NA	NA	2.39173	NA	NA	NA	5.5508	7.72262	NA	NA	4.51744	NA	NA	NA	73865333	73865352	NA	NA	73865369	NA	NA	NA	73865661	73865879	NA	NA	73865621	NA	NA	NA	137	304	NA	NA	30	NA
chr18	73872092	73872692	Interval_2712	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.53948	3.73903	NA	NA	NA	NA	NA	NA	4.05422	4.38784	NA	NA	NA	NA	NA	NA	6.23907	6.65048	NA	NA	NA	NA	NA	NA	73872157	73872092	NA	NA	NA	NA	NA	NA	73872496	73872692	NA	NA	NA	NA	NA	NA	206	45	NA	NA	NA	NA	NA
chr18	73898262	73898834	Interval_2713	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.53661	4.13233	4.9832	NA	NA	NA	NA	NA	9.84146	8.38993	12.3516	NA	NA	NA	NA	NA	12.2996	10.8599	14.9057	NA	NA	NA	NA	NA	73898289	73898317	73898262	NA	NA	NA	NA	NA	73898834	73898735	73898747	NA	NA	NA	NA	NA	314	60	215	NA	NA	NA	NA
chr18	73905193	73905636	Interval_2714	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.09932	NA	NA	NA	NA	NA	NA	NA	3.16388	NA	NA	NA	NA	NA	NA	NA	5.2967	NA	NA	NA	NA	NA	NA	NA	73905193	NA	NA	NA	NA	NA	NA	NA	73905636	NA	NA	NA	NA	NA	NA	NA	183	NA	NA	NA	NA
chr18	73935047	73935708	Interval_2715	4	4	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	NA	NA	3.99265	3.37619	NA	3.16725	4.27072	NA	NA	NA	6.68145	4.12835	NA	3.36406	5.7165	NA	NA	NA	9.07456	6.3405	NA	5.44547	7.99421	NA	NA	NA	73935116	73935047	NA	73935293	73935128	NA	NA	NA	73935607	73935708	NA	73935602	73935617	NA	NA	NA	307	191	NA	7	179	NA
chr18	73948070	73949010	Interval_2716	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.54455	5.7025	4.72547	4.94918	NA	NA	NA	NA	7.08142	16.2461	10.5967	11.2421	NA	NA	NA	NA	9.78255	18.8897	13.1497	13.7635	NA	NA	NA	NA	73948190	73948073	73948075	73948070	NA	NA	NA	NA	73949010	73948991	73948983	73948933	NA	NA	NA	NA	476	622	257	597	NA	NA	NA	NA
chr18	73963063	73963818	Interval_2717	5	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	3.54881	5.62762	4.7053	3.53613	NA	5.58398	NA	NA	3.35113	12.5967	8.63601	4.24733	NA	13.1157	NA	NA	5.79006	15.1423	11.1158	6.46739	NA	15.4224	NA	NA	73963457	73963387	73963195	73963137	NA	73963063	NA	NA	73963670	73963818	73963711	73963602	NA	73963723	NA	NA	28	156	266	366	NA	431	NA	NA
chr18	73971145	73971636	Interval_2718	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.6708	3.68109	4.45103	NA	NA	NA	NA	NA	8.61954	4.50607	8.09065	NA	NA	NA	NA	NA	11.0337	6.77877	10.5032	NA	NA	NA	NA	NA	73971268	73971175	73971145	NA	NA	NA	NA	NA	73971636	73971453	73971458	NA	NA	NA	NA	NA	179	154	221	NA	NA	NA	NA
chr18	73979538	73980303	Interval_2719	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.88819	4.22879	4.34107	NA	NA	NA	NA	NA	6.74281	7.8022	8.99887	NA	NA	NA	NA	NA	9.07864	10.2471	11.4461	NA	NA	NA	NA	NA	73979538	73979559	73979661	NA	NA	NA	NA	NA	73980303	73980177	73980220	NA	NA	NA	NA	NA	466	374	189	NA	NA	NA	NA
