# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_3370	chr18	86470915	86471230	+	316	7	1	10	10	11	8	14	4
Interval_3371	chr18	86480878	86481319	+	442	1	5	1	17	6	5	17	7
Interval_3372	chr18	86490766	86491107	+	342	5	8	27	5	19	29	23	10
Interval_3373	chr18	86557886	86558345	+	460	5	2	16	2	20	20	15	9
Interval_3374	chr18	86710493	86710838	+	346	5	3	26	12	43	51	43	16
Interval_3375	chr18	86711210	86712046	+	837	15	8	46	15	51	90	66	25
Interval_3376	chr18	86712889	86713388	+	500	11	7	23	11	41	37	35	11
Interval_3377	chr18	86816546	86816800	+	255	2	1	8	1	17	18	11	3
Interval_3378	chr18	86950723	86951093	+	371	2	1	17	4	20	31	22	2
Interval_3379	chr18	87017769	87018481	+	713	3	3	33	5	84	100	88	7
Interval_3380	chr18	87028854	87029276	+	423	3	2	3	7	6	16	5	5
Interval_3381	chr18	87071146	87071369	+	224	0	0	3	4	9	11	2	4
Interval_3382	chr18	87212035	87212338	+	304	1	1	2	7	6	4	15	4
Interval_3383	chr18	87306442	87306801	+	360	1	1	7	2	20	23	11	3
Interval_3384	chr18	87386952	87387331	+	380	6	5	7	11	14	11	17	8
Interval_3385	chr18	87411229	87411775	+	547	3	5	8	5	26	19	14	3
Interval_3386	chr18	87764590	87764946	+	357	2	2	5	2	27	18	19	6
Interval_3387	chr18	87877405	87877662	+	258	4	5	2	6	13	7	11	9
Interval_3388	chr18	87901384	87901702	+	319	1	1	8	2	25	18	8	4
Interval_3389	chr18	87901915	87902465	+	551	6	2	18	5	17	32	24	5
Interval_3390	chr18	88216942	88217393	+	452	6	3	5	8	26	15	26	13
Interval_3391	chr18	88389486	88389794	+	309	2	2	4	14	6	10	6	14
Interval_3392	chr18	88441219	88442678	+	1460	6	12	89	11	196	217	197	30
Interval_3393	chr18	88492832	88493544	+	713	5	4	9	5	32	31	26	5
Interval_3394	chr18	88569997	88570236	+	240	3	2	5	6	1	8	13	8
Interval_3395	chr18	88588312	88588669	+	358	11	7	23	14	29	28	21	13
Interval_3396	chr18	88673902	88674354	+	453	2	1	20	1	19	41	29	7
Interval_3397	chr18	88717046	88717386	+	341	0	0	8	3	12	20	9	2
Interval_3398	chr18	88726000	88726278	+	279	10	5	8	12	3	9	5	8
Interval_3399	chr18	88735784	88736005	+	222	4	6	9	6	11	18	17	23
Interval_3400	chr18	88737120	88737457	+	338	6	3	9	7	23	12	10	15
Interval_3401	chr18	88746751	88747497	+	747	10	7	49	21	130	135	112	26
Interval_3402	chr18	88754557	88755497	+	941	163	250	26	354	25	28	35	591
Interval_3403	chr18	88757565	88758729	+	1165	73	86	23	164	47	51	51	278
Interval_3404	chr18	88770416	88771029	+	614	13	9	19	21	26	28	34	45
Interval_3405	chr18	88774406	88774748	+	343	5	3	9	6	8	16	10	5
Interval_3406	chr18	88794695	88794956	+	262	1	1	8	1	9	13	10	6
Interval_3407	chr18	88837976	88838297	+	322	3	17	6	8	3	3	8	9
Interval_3408	chr18	88850859	88851615	+	757	3	3	15	8	21	40	28	14
Interval_3409	chr18	88869746	88870466	+	721	14	12	16	26	17	20	29	47
Interval_3410	chr18	88893510	88894731	+	1222	299	300	276	414	636	752	663	980
Interval_3411	chr18	88905434	88905749	+	316	4	14	2	11	8	5	4	15
Interval_3412	chr18	88922604	88922835	+	232	4	4	4	4	10	19	11	5
Interval_3413	chr18	88924477	88925124	+	648	12	11	11	24	20	20	12	63
Interval_3414	chr18	88971424	88972426	+	1003	208	234	139	268	293	359	319	674
Interval_3415	chr18	88980409	88981410	+	1002	18	20	20	22	41	51	52	49
Interval_3416	chr18	88995881	88996535	+	655	32	37	9	28	13	11	11	109
Interval_3417	chr18	89007167	89007480	+	314	10	6	8	13	10	8	8	18
Interval_3418	chr18	89019388	89019845	+	458	7	11	5	22	8	3	11	55
Interval_3419	chr18	89050377	89050603	+	227	13	6	4	9	7	11	10	11
Interval_3420	chr18	89117915	89118679	+	765	12	9	17	20	28	18	20	50
Interval_3421	chr18	89121250	89121483	+	234	2	0	4	3	6	11	8	11
Interval_3422	chr18	89176667	89177323	+	657	22	16	6	32	11	8	12	59
Interval_3423	chr18	89263692	89263985	+	294	5	0	8	3	10	8	14	13
Interval_3424	chr18	89288879	89289294	+	416	3	1	13	10	31	32	37	6
Interval_3425	chr18	89529476	89529826	+	351	8	5	1	7	5	5	11	18
Interval_3426	chr18	89551446	89551700	+	255	2	3	2	15	3	6	8	6
Interval_3427	chr18	89597030	89597400	+	371	7	5	4	12	8	9	8	12
Interval_3428	chr18	89608225	89608927	+	703	15	8	8	18	7	8	10	42
Interval_3429	chr18	89690747	89691196	+	450	4	4	6	5	11	20	15	9
Interval_3430	chr18	89734354	89734663	+	310	3	2	7	5	12	6	10	5
Interval_3431	chr18	89768679	89770115	+	1437	25	25	128	21	223	253	209	65
Interval_3432	chr18	89799198	89799639	+	442	8	8	19	15	29	32	26	21
Interval_3433	chr18	89836985	89837466	+	482	9	8	15	7	26	20	24	18
Interval_3434	chr18	89844009	89844282	+	274	3	0	8	2	7	23	11	3
Interval_3435	chr18	89903688	89903991	+	304	1	2	10	5	5	20	6	7
Interval_3436	chr18	90018124	90018898	+	775	5	14	18	19	10	21	43	21
Interval_3437	chr18	90171380	90171617	+	238	2	3	2	4	15	4	6	5
Interval_3438	chr18	90373501	90373798	+	298	4	1	6	10	11	10	14	8
Interval_3439	chr18	90509564	90510834	+	1271	255	271	239	418	453	543	447	985
Interval_3440	chr18	90545789	90546034	+	246	7	5	11	4	20	13	18	10
Interval_3441	chr18	90579131	90580202	+	1072	289	265	196	410	420	517	463	806
Interval_3442	chr19	3282358	3283486	+	1129	96	66	87	137	134	148	159	239
Interval_3443	chr19	3291816	3292548	+	733	14	21	31	14	40	42	46	45
Interval_3444	chr19	3296867	3297243	+	377	6	8	9	13	8	7	12	28
Interval_3445	chr19	3307433	3307652	+	220	2	3	10	6	7	9	13	17
Interval_3446	chr19	3322437	3323955	+	1519	297	295	147	424	202	220	236	937
Interval_3447	chr19	3325067	3325658	+	592	75	102	82	132	106	124	127	285
Interval_3448	chr19	3333084	3334848	+	1765	94	82	65	119	139	114	153	245
Interval_3449	chr19	3344817	3345783	+	967	8	6	46	13	76	58	100	9
Interval_3450	chr19	3353588	3353829	+	242	3	4	11	14	5	6	16	8
Interval_3451	chr19	3377210	3377502	+	293	5	12	7	15	6	9	10	25
Interval_3452	chr19	3388314	3389524	+	1211	165	219	177	291	195	230	235	658
Interval_3453	chr19	3392450	3392759	+	310	53	35	5	72	5	11	12	162
Interval_3454	chr19	3400254	3400520	+	267	2	1	14	2	15	7	24	2
Interval_3455	chr19	3433116	3433452	+	337	2	5	9	7	8	7	20	5
Interval_3456	chr19	3451342	3451764	+	423	8	13	24	12	17	31	32	27
Interval_3457	chr19	3466472	3466849	+	378	5	16	6	5	1	3	5	4
Interval_3458	chr19	3505941	3506216	+	276	3	5	11	6	4	1	3	4
Interval_3459	chr19	3541115	3541397	+	283	13	17	10	12	7	4	1	28
Interval_3460	chr19	3562695	3562982	+	288	6	9	3	12	6	3	3	9
Interval_3461	chr19	3575285	3576518	+	1234	581	706	383	1252	529	638	576	2125
Interval_3462	chr19	3589505	3590252	+	748	60	78	15	123	14	10	23	298
Interval_3463	chr19	3595920	3596177	+	258	7	4	5	18	4	6	9	14
Interval_3464	chr19	3611870	3612232	+	363	5	9	10	15	17	23	14	17
Interval_3465	chr19	3612635	3613043	+	409	14	26	10	31	16	9	5	24
Interval_3466	chr19	3623814	3624139	+	326	7	10	18	26	28	27	23	23
Interval_3467	chr19	3638522	3639244	+	723	17	28	61	31	73	100	84	40
Interval_3468	chr19	3645493	3646056	+	564	24	15	17	34	10	11	25	37
Interval_3469	chr19	3648180	3648429	+	250	7	15	10	14	24	11	17	20
Interval_3470	chr19	3665374	3665801	+	428	7	24	15	28	13	28	30	16
Interval_3471	chr19	3674159	3675104	+	946	45	63	20	135	52	36	45	139
Interval_3472	chr19	3681139	3681797	+	659	10	33	33	37	68	84	96	30
Interval_3473	chr19	3685849	3686995	+	1147	36	72	103	79	106	111	127	110
Interval_3474	chr19	3687512	3688136	+	625	47	61	42	100	43	59	43	95
Interval_3475	chr19	3699565	3699944	+	380	15	14	25	29	23	32	16	39
Interval_3476	chr19	3707757	3708784	+	1028	181	225	172	367	188	290	226	618
Interval_3477	chr19	3718791	3719903	+	1113	48	71	100	102	113	131	99	149
Interval_3478	chr19	3744194	3744670	+	477	7	7	21	6	26	26	18	19
Interval_3479	chr19	3767302	3769282	+	1981	268	422	273	861	252	305	323	1143
Interval_3480	chr19	3800635	3800841	+	207	0	0	9	1	3	3	5	2
Interval_3481	chr19	3813643	3813862	+	220	3	7	14	7	1	2	8	7
Interval_3482	chr19	3815677	3816185	+	509	7	21	11	39	11	7	6	29
Interval_3483	chr19	3819513	3820104	+	592	7	8	22	13	23	17	30	26
Interval_3484	chr19	3831689	3832391	+	703	71	57	27	107	21	16	28	200
Interval_3485	chr19	3832918	3833574	+	657	38	71	29	113	44	51	64	118
Interval_3486	chr19	3842419	3842689	+	271	2	3	17	5	31	14	28	7
Interval_3487	chr19	3850829	3852500	+	1672	233	367	289	506	287	375	339	831
Interval_3488	chr19	3880542	3880955	+	414	3	12	10	29	8	6	9	21
Interval_3489	chr19	3890129	3890653	+	525	8	7	9	3	12	23	9	14
Interval_3490	chr19	3895067	3895499	+	433	29	29	16	45	17	14	15	52
Interval_3491	chr19	3906263	3907786	+	1524	120	206	161	308	167	240	192	371
Interval_3492	chr19	3912448	3913422	+	975	473	592	267	949	292	383	382	1499
Interval_3493	chr19	3923419	3923907	+	489	5	18	41	20	41	27	45	28
Interval_3494	chr19	3923916	3924396	+	481	8	14	30	28	29	29	25	30
Interval_3495	chr19	3929235	3929876	+	642	26	41	43	62	34	44	61	67
Interval_3496	chr19	3934768	3936319	+	1552	38	67	119	105	130	113	128	138
Interval_3497	chr19	3943055	3943669	+	615	39	60	26	70	40	21	29	146
Interval_3498	chr19	3946727	3947198	+	472	7	14	32	14	23	26	35	29
Interval_3499	chr19	3972040	3972633	+	594	33	40	17	41	16	20	26	100
Interval_3500	chr19	3980008	3980626	+	619	11	17	47	25	49	55	41	33
Interval_3501	chr19	3984899	3986778	+	1880	79	85	225	151	241	256	266	192
Interval_3502	chr19	3999964	4001400	+	1437	252	321	251	503	286	318	323	903
Interval_3503	chr19	4012360	4013334	+	975	404	472	218	749	222	271	262	1239
Interval_3504	chr19	4018978	4019625	+	648	34	43	52	61	41	39	39	101
Interval_3505	chr19	4037383	4038299	+	917	51	58	73	91	72	82	87	172
Interval_3506	chr19	4045823	4047171	+	1349	123	186	29	294	28	24	46	528
Interval_3507	chr19	4058774	4059890	+	1117	131	187	24	327	28	18	37	535
Interval_3508	chr19	4068485	4069236	+	752	14	24	10	40	17	11	16	29
Interval_3509	chr19	4070500	4070929	+	430	14	13	10	19	11	6	4	32
Interval_3510	chr19	4080422	4081106	+	685	64	77	11	127	9	14	24	162
Interval_3511	chr19	4083775	4084358	+	584	10	12	15	20	30	24	37	34
Interval_3512	chr19	4096711	4097799	+	1089	738	867	326	1489	343	438	434	2348
Interval_3513	chr19	4113278	4114592	+	1315	57	57	74	129	120	117	137	145
Interval_3514	chr19	4121067	4121776	+	710	146	189	151	350	181	217	187	720
Interval_3515	chr19	4125388	4126445	+	1058	446	480	282	874	276	323	359	1502
Interval_3516	chr19	4131029	4131965	+	937	74	79	25	176	31	33	31	299
Interval_3517	chr19	4135984	4136695	+	712	27	38	26	51	14	20	19	111
Interval_3518	chr19	4142265	4142501	+	237	12	9	6	8	9	7	9	13
Interval_3519	chr19	4148154	4149099	+	946	123	143	135	187	147	169	189	333
Interval_3520	chr19	4154606	4155101	+	496	23	17	18	35	17	26	18	63
Interval_3521	chr19	4155736	4155974	+	239	7	8	15	9	10	27	11	17
Interval_3522	chr19	4162654	4163714	+	1061	105	120	125	162	124	144	120	327
Interval_3523	chr19	4169064	4170153	+	1090	198	244	243	461	250	343	295	846
Interval_3524	chr19	4175277	4175990	+	714	15	13	37	25	57	62	61	32
Interval_3525	chr19	4184855	4185685	+	831	23	36	44	50	33	50	52	46
Interval_3526	chr19	4191429	4192740	+	1312	340	392	284	697	248	354	352	1169
Interval_3527	chr19	4200949	4202312	+	1364	128	135	145	249	126	158	162	441
Interval_3528	chr19	4206960	4207301	+	342	11	9	22	24	23	32	40	37
Interval_3529	chr19	4207881	4208160	+	280	7	2	18	25	15	9	13	13
Interval_3530	chr19	4213650	4214152	+	503	11	14	56	15	62	55	54	20
Interval_3531	chr19	4214271	4215581	+	1311	18	36	139	52	124	167	174	65
Interval_3532	chr19	4220643	4221252	+	610	5	8	35	22	49	46	58	37
Interval_3533	chr19	4222178	4222670	+	493	7	9	29	18	46	28	38	19
Interval_3534	chr19	4229610	4230254	+	645	7	20	54	24	49	88	70	36
Interval_3535	chr19	4231393	4232425	+	1033	97	152	95	257	111	156	153	332
Interval_3536	chr19	4240150	4240547	+	398	4	8	27	4	10	34	16	17
Interval_3537	chr19	4257021	4258210	+	1190	90	82	126	142	133	163	157	219
Interval_3538	chr19	4261189	4261580	+	392	12	24	12	37	12	10	15	39
Interval_3539	chr19	4268819	4269439	+	621	26	27	47	49	68	77	103	52
Interval_3540	chr19	4282674	4283613	+	940	64	67	156	135	134	215	197	216
Interval_3541	chr19	4294341	4294946	+	606	21	35	19	44	30	22	39	86
Interval_3542	chr19	4299983	4300629	+	647	25	39	25	68	18	26	25	74
Interval_3543	chr19	4301856	4302419	+	564	10	18	36	40	26	66	28	38
Interval_3544	chr19	4305278	4306634	+	1357	154	211	133	338	134	189	182	528
Interval_3545	chr19	4315336	4315833	+	498	11	13	17	25	12	16	17	25
Interval_3546	chr19	4332749	4333018	+	270	21	16	19	19	19	34	22	51
Interval_3547	chr19	4333338	4334425	+	1088	135	182	128	251	150	236	237	401
Interval_3548	chr19	4396511	4398471	+	1961	427	595	374	982	312	462	440	1699
Interval_3549	chr19	4420245	4420539	+	295	13	9	12	11	6	6	4	1
Interval_3550	chr19	4439008	4440037	+	1030	20	29	79	52	72	94	96	69
Interval_3551	chr19	4441081	4441370	+	290	6	9	23	12	28	21	29	29
Interval_3552	chr19	4441479	4442590	+	1112	33	45	89	81	79	123	104	89
Interval_3553	chr19	4456262	4456825	+	564	9	7	32	15	31	32	26	22
Interval_3554	chr19	4462035	4462694	+	660	24	28	12	60	9	7	13	56
Interval_3555	chr19	4464482	4464876	+	395	7	6	5	15	4	5	16	29
Interval_3556	chr19	4476415	4477583	+	1169	17	24	76	34	81	97	100	58
Interval_3557	chr19	4484996	4485895	+	900	14	5	40	12	53	54	59	18
Interval_3558	chr19	4491230	4491497	+	268	1	3	8	10	5	21	13	9
Interval_3559	chr19	4497232	4497985	+	754	24	40	40	54	35	43	38	61
Interval_3560	chr19	4498081	4498298	+	218	10	7	16	11	6	14	14	14
Interval_3561	chr19	4509923	4510874	+	952	761	895	332	1655	448	514	582	2597
Interval_3562	chr19	4517733	4518010	+	278	4	5	4	10	3	4	7	15
Interval_3563	chr19	4518892	4519079	+	188	4	3	10	5	7	2	5	6
Interval_3564	chr19	4558209	4559294	+	1086	675	881	25	1509	47	31	84	2104
Interval_3565	chr19	4566925	4567211	+	287	65	86	3	148	8	1	5	244
Interval_3566	chr19	4568663	4569511	+	849	178	259	20	408	28	19	42	556
Interval_3567	chr19	4593875	4594620	+	746	17	64	25	134	16	18	17	51
Interval_3568	chr19	4603960	4604800	+	841	15	22	49	38	55	50	38	53
Interval_3569	chr19	4614740	4616266	+	1527	116	143	320	198	287	385	404	363
Interval_3570	chr19	4624975	4626188	+	1214	179	234	172	365	186	202	208	655
Interval_3571	chr19	4697964	4699030	+	1067	9	7	65	12	59	59	65	13
Interval_3572	chr19	4711770	4712450	+	681	3	4	33	12	32	23	44	12
Interval_3573	chr19	4719100	4719748	+	649	5	10	70	26	64	80	94	21
Interval_3574	chr19	4721022	4721336	+	315	10	3	26	9	21	30	31	13
Interval_3575	chr19	4755678	4757154	+	1477	196	233	260	403	251	378	283	643
Interval_3576	chr19	4767424	4767968	+	545	12	28	10	35	10	14	18	42
Interval_3577	chr19	4793419	4794546	+	1128	405	526	189	929	210	293	257	1469
Interval_3578	chr19	4802890	4803121	+	232	6	5	10	16	10	6	12	13
Interval_3579	chr19	4803432	4803833	+	402	8	7	12	17	15	11	19	28
Interval_3580	chr19	4810890	4812121	+	1232	514	633	297	1105	304	374	351	1768
Interval_3581	chr19	4817218	4817486	+	269	8	15	11	27	7	9	9	24
Interval_3582	chr19	4820263	4821121	+	859	11	31	15	49	37	22	41	45
Interval_3583	chr19	4828589	4829016	+	428	7	8	22	12	26	15	24	23
Interval_3584	chr19	4838708	4839857	+	1150	195	234	139	310	134	165	157	569
Interval_3585	chr19	4854915	4855809	+	895	52	41	87	65	70	97	100	122
Interval_3586	chr19	4858755	4859672	+	918	273	350	22	578	22	14	38	906
Interval_3587	chr19	4864892	4865343	+	452	11	6	24	12	11	32	25	17
Interval_3588	chr19	4877878	4879172	+	1295	303	368	218	624	179	263	259	1153
Interval_3589	chr19	4883781	4884473	+	693	48	60	13	67	12	10	15	145
Interval_3590	chr19	4891688	4892488	+	801	111	100	6	161	17	9	28	364
Interval_3591	chr19	4897271	4897746	+	476	7	7	33	10	25	39	26	18
Interval_3592	chr19	4906178	4906937	+	760	14	25	29	24	28	45	45	63
Interval_3593	chr19	4927632	4928785	+	1154	247	270	173	389	214	278	258	735
Interval_3594	chr19	4942465	4943487	+	1023	41	47	107	99	116	164	156	154
Interval_3595	chr19	4961911	4962629	+	719	72	95	71	144	79	78	82	234
Interval_3596	chr19	4989084	4989454	+	371	6	9	17	9	22	19	22	19
Interval_3597	chr19	5001666	5002485	+	820	8	7	67	21	44	66	52	34
Interval_3598	chr19	5014986	5015274	+	289	5	2	12	8	8	17	7	6
Interval_3599	chr19	5016160	5016776	+	617	5	6	34	11	29	30	30	20
Interval_3600	chr19	5023498	5024708	+	1211	105	101	234	153	203	288	246	268
Interval_3601	chr19	5038217	5039551	+	1335	89	126	186	162	159	236	192	395
Interval_3602	chr19	5040994	5041744	+	751	126	138	84	214	71	110	103	377
Interval_3603	chr19	5050295	5051655	+	1361	24	25	76	38	104	105	116	64
Interval_3604	chr19	5058817	5059615	+	799	15	21	83	26	58	78	68	57
Interval_3605	chr19	5060600	5060932	+	333	4	7	21	15	18	40	35	17
Interval_3606	chr19	5067145	5068515	+	1371	114	118	140	212	104	140	129	370
Interval_3607	chr19	5071584	5073357	+	1774	92	92	258	135	187	325	231	317
Interval_3608	chr19	5087801	5088897	+	1097	334	402	250	609	240	392	325	1114
Interval_3609	chr19	5094170	5095009	+	840	34	50	109	50	78	119	89	109
Interval_3610	chr19	5097916	5098960	+	1045	28	55	117	56	82	118	115	101
Interval_3611	chr19	5106528	5107436	+	909	202	260	182	371	161	239	207	717
Interval_3612	chr19	5108335	5109082	+	748	18	18	70	52	65	100	102	67
Interval_3613	chr19	5117186	5118863	+	1678	72	112	269	171	273	365	356	247
Interval_3614	chr19	5151456	5151672	+	217	6	4	8	3	7	19	7	7
Interval_3615	chr19	5167419	5168117	+	699	21	17	3	28	3	4	7	81
Interval_3616	chr19	5180477	5180676	+	200	1	0	11	2	5	3	2	5
Interval_3617	chr19	5267008	5267474	+	467	41	40	9	68	7	7	10	164
Interval_3618	chr19	5268972	5269616	+	645	45	55	8	92	11	11	10	233
Interval_3619	chr19	5272163	5273698	+	1536	153	179	241	312	240	327	276	612
Interval_3620	chr19	5295020	5295954	+	935	218	294	178	419	196	250	223	788
Interval_3621	chr19	5323963	5324202	+	240	4	5	16	3	16	15	12	6
Interval_3622	chr19	5348906	5349303	+	398	4	12	15	15	13	14	15	19
Interval_3623	chr19	5366137	5367367	+	1231	205	306	241	489	213	247	232	821
Interval_3624	chr19	5388021	5390033	+	2013	231	287	208	445	218	254	262	804
Interval_3625	chr19	5400930	5401222	+	293	12	2	7	5	7	6	8	12
Interval_3626	chr19	5406241	5407536	+	1296	167	242	119	395	120	154	112	683
Interval_3627	chr19	5424125	5425877	+	1753	200	323	326	559	291	408	337	987
Interval_3628	chr19	5433034	5433825	+	792	22	25	59	47	48	66	67	61
Interval_3629	chr19	5447509	5448050	+	542	16	12	40	30	38	49	43	55
Interval_3630	chr19	5448449	5448937	+	489	16	18	36	28	26	23	29	68
Interval_3631	chr19	5456638	5457922	+	1285	120	152	162	236	168	213	198	432
Interval_3632	chr19	5460353	5461078	+	726	52	56	83	91	83	93	86	155
Interval_3633	chr19	5463901	5464358	+	458	7	11	52	20	38	47	52	23
Interval_3634	chr19	5473563	5475376	+	1814	43	43	162	74	146	183	178	114
Interval_3635	chr19	5487899	5489504	+	1606	492	612	484	1006	405	561	551	1723
Interval_3636	chr19	5490305	5491664	+	1360	343	435	276	666	266	357	339	1285
Interval_3637	chr19	5496876	5497105	+	230	4	6	11	10	9	16	14	26
Interval_3638	chr19	5510082	5511263	+	1182	345	417	150	795	169	196	189	1212
Interval_3639	chr19	5529173	5530230	+	1058	37	45	123	79	110	113	143	104
Interval_3640	chr19	5544057	5544295	+	239	3	0	6	3	3	15	4	3
Interval_3641	chr19	5554128	5554393	+	266	2	5	18	7	15	18	24	9
Interval_3642	chr19	5558189	5558425	+	237	5	3	28	7	47	37	43	6
Interval_3643	chr19	5559818	5562109	+	2292	20	25	186	38	195	215	223	49
Interval_3644	chr19	5567292	5569038	+	1747	229	358	290	482	270	316	290	900
Interval_3645	chr19	5601709	5602891	+	1183	73	98	69	116	93	109	97	213
Interval_3646	chr19	5609057	5610704	+	1648	135	166	218	244	181	267	204	527
Interval_3647	chr19	5636862	5638108	+	1247	117	171	164	224	130	171	155	435
Interval_3648	chr19	5648622	5649568	+	947	77	75	81	131	93	116	111	190
Interval_3649	chr19	5653990	5654701	+	712	18	18	75	32	49	68	86	43
Interval_3650	chr19	5662976	5664083	+	1108	284	369	163	579	158	196	236	973
Interval_3651	chr19	5665197	5665946	+	750	266	363	34	635	40	20	49	913
Interval_3652	chr19	5688119	5690169	+	2051	461	557	414	1006	386	563	478	1589
Interval_3653	chr19	5696027	5696596	+	570	11	11	48	12	41	30	49	26
Interval_3654	chr19	5704325	5705432	+	1108	105	119	49	175	46	75	68	290
Interval_3655	chr19	5713722	5714147	+	426	26	37	40	60	35	59	59	76
Interval_3656	chr19	5715997	5716616	+	620	34	35	52	57	34	57	58	68
Interval_3657	chr19	5722757	5723369	+	613	150	247	19	355	16	11	20	541
Interval_3658	chr19	5724193	5725247	+	1055	207	300	57	457	59	68	71	678
Interval_3659	chr19	5726135	5727595	+	1461	236	336	88	548	75	68	88	934
Interval_3660	chr19	5729203	5729845	+	643	102	116	103	180	98	134	111	308
Interval_3661	chr19	5731376	5732121	+	746	51	56	104	99	92	120	128	210
Interval_3662	chr19	5741495	5742731	+	1237	20	20	103	33	100	137	143	30
Interval_3663	chr19	5746830	5747311	+	482	21	15	33	20	28	29	23	62
Interval_3664	chr19	5756704	5757788	+	1085	19	15	62	20	59	73	63	49
Interval_3665	chr19	5770636	5771888	+	1253	124	157	160	279	174	215	190	430
Interval_3666	chr19	5786424	5787632	+	1209	65	61	109	93	74	96	102	194
Interval_3667	chr19	5792997	5795303	+	2307	155	151	189	216	170	230	168	343
Interval_3668	chr19	5798741	5799286	+	546	60	86	20	155	13	23	29	259
Interval_3669	chr19	5802399	5802737	+	339	36	63	28	96	38	45	50	171
Interval_3670	chr19	5802869	5804163	+	1295	289	436	239	731	252	329	304	1257
Interval_3671	chr19	5810176	5810710	+	535	13	25	45	42	42	51	66	56
Interval_3672	chr19	5812077	5812348	+	272	9	10	27	17	36	59	45	28
Interval_3673	chr19	5815944	5816297	+	354	21	37	22	51	39	29	32	70
Interval_3674	chr19	5817805	5818699	+	895	54	62	64	98	90	82	90	175
Interval_3675	chr19	5823294	5823746	+	453	23	23	33	55	35	39	39	66
Interval_3676	chr19	5833528	5834318	+	791	20	43	18	86	25	12	18	69
Interval_3677	chr19	5834404	5834856	+	453	6	8	31	15	24	34	26	20
Interval_3678	chr19	5845278	5847000	+	1723	231	352	299	662	234	281	261	956
Interval_3679	chr19	5847629	5848643	+	1015	127	213	66	335	71	59	94	427
Interval_3680	chr19	5849991	5850480	+	490	64	112	62	180	53	77	74	311
Interval_3681	chr19	5871231	5871764	+	534	17	19	52	34	60	59	66	49
Interval_3682	chr19	5874756	5875648	+	893	62	71	112	119	114	131	153	206
Interval_3683	chr19	5877779	5878613	+	835	28	49	48	90	63	47	64	86
Interval_3684	chr19	5883710	5884629	+	920	96	101	25	187	31	12	29	319
Interval_3685	chr19	5893478	5894537	+	1060	142	185	163	307	166	228	201	623
Interval_3686	chr19	5912185	5913605	+	1421	229	285	156	479	156	210	175	756
Interval_3687	chr19	5921803	5922895	+	1093	151	208	54	322	62	49	68	610
Interval_3688	chr19	5923998	5925107	+	1110	175	219	193	301	205	271	256	528
Interval_3689	chr19	5929621	5930328	+	708	22	26	47	29	66	64	72	44
Interval_3690	chr19	5935189	5935916	+	728	13	17	63	27	64	83	70	36
Interval_3691	chr19	5937916	5938888	+	973	33	44	32	85	31	41	38	167
Interval_3692	chr19	5944700	5945478	+	779	18	15	47	38	56	50	49	54
Interval_3693	chr19	5952168	5952615	+	448	18	28	35	50	44	41	49	57
Interval_3694	chr19	5955728	5956230	+	503	11	22	50	19	46	44	49	22
Interval_3695	chr19	5956446	5957617	+	1172	31	49	59	66	51	64	73	112
Interval_3696	chr19	5963764	5964480	+	717	102	82	90	188	70	105	79	313
Interval_3697	chr19	5966663	5968063	+	1401	234	315	36	590	46	34	57	819
Interval_3698	chr19	5988816	5989539	+	724	28	35	60	54	45	43	53	60
Interval_3699	chr19	5990025	5990282	+	258	6	10	10	23	11	8	18	20
Interval_3700	chr19	6003871	6004138	+	268	3	1	12	11	3	4	4	6
